damage_qty,location,erosion,coat_protection,laminate_vis_dry_dam,hole/crack/bonding,lightning_recep_dam/impact,assist,other,num_desc,continuous,out_hue_mode,out_sat_mode,out_brt_mode,size,coverage,asp_ratio,deg_avg,deg_mode,edge,edgelen_avg,edgelen_mode,sc_edge_ratio,sc_follow_turn,sc_reverse_turn,sc_small_turn,sc_score,hue_avg,hue_mode,hue_range,hue_uni,sat_avg,sat_mode,sat_range,sat_uni,brt_avg,brt_mode,brt_range,brt_uni,hue_outin,sat_outin,brt_outin,windtex
1,44,3,2,0,0,0,0,0,2,0,5,2,5,1,8,7,10,12,1,8,8,13,5,9,2,3,7,4,11,15,2,2,2,4,5,4,7,9,13,5,23,1
1,44,0,0,2,0,0,0,0,1,0,14,2,6,1,6,4,10,12,6,8,8,14,4,8,4,4,4,4,12,14,2,2,4,6,6,6,6,8,18,0,36,3
1,44,0,0,0,0,0,1,0,1,0,8,2,7,1,7,4,10,12,1,8,7,14,10,5,2,3,8,8,1,3,2,2,5,6,4,4,7,9,5,6,59,1
6,38,0,2,0,0,0,0,0,1,0,7,2,7,1,6,6,10,11,1,8,7,14,4,9,2,3,6,7,8,10,2,2,2,4,6,5,5,7,12,13,37,5
1,36,0,1,1,0,0,0,0,2,0,12,2,6,1,6,6,10,10,5,8,8,14,2,10,4,4,10,12,12,14,2,2,2,4,4,4,6,8,16,4,70,1
4,40,0,2,0,0,0,0,0,1,1,10,3,5,1,8,3,10,12,1,7,7,12,3,10,3,3,10,10,6,7,2,2,3,5,4,4,6,8,7,15,35,5
1,44,2,2,0,0,0,0,0,3,0,4,2,4,1,6,4,10,12,3,8,8,14,2,10,2,4,4,4,12,14,2,2,6,8,4,4,8,10,4,8,30,3
1,44,2,2,0,0,0,0,0,2,1,12,2,10,1,4,8,10,12,1,8,8,14,0,10,2,4,6,6,6,8,2,2,2,4,6,6,6,8,22,6,46,2
5,35,2,0,0,0,0,0,0,1,1,12,2,8,1,7,6,10,12,1,8,7,13,5,8,3,3,11,12,4,5,2,2,1,3,8,7,6,8,6,0,21,1
5,42,3,0,0,0,0,0,0,1,1,11,2,6,1,7,8,10,12,5,8,7,14,2,10,4,4,6,5,11,16,2,2,5,6,5,6,6,8,17,4,33,5
5,34,2,0,0,0,0,0,0,1,1,12,2,6,1,6,10,10,12,2,8,8,14,0,12,2,2,12,12,6,8,2,2,4,6,6,6,6,8,4,0,34,1
5,40,3,0,0,0,0,0,0,1,1,7,2,6,1,7,7,10,11,6,8,7,13,4,9,3,3,5,5,12,16,2,2,5,7,4,4,6,8,18,18,25,5
5,35,2,0,0,0,0,0,0,1,1,11,2,8,1,6,11,11,11,2,8,8,14,1,12,1,3,10,12,7,10,2,2,3,5,7,8,8,10,7,0,22,1
5,42,3,2,0,0,0,0,0,3,1,4,2,7,1,6,6,10,12,3,7,8,13,2,9,2,3,4,4,11,12,2,2,4,6,5,6,7,9,13,15,28,5
4,44,0,0,0,0,2,0,0,1,1,12,2,7,1,5,7,10,12,5,8,8,13,3,10,4,4,7,6,12,17,2,2,8,10,5,5,7,9,16,18,39,9
2,38,0,2,0,0,0,0,1,2,1,7,2,7,1,5,4,10,12,1,7,7,13,5,8,3,2,7,7,9,11,2,2,5,7,5,5,7,9,10,9,35,7
2,41,0,2,0,0,0,0,0,1,1,11,2,4,1,6,4,10,12,6,8,8,12,4,8,2,4,8,4,11,16,2,2,4,6,6,4,8,10,18,31,15,4
2,44,3,2,0,0,0,0,0,2,1,6,2,7,1,7,5,10,10,2,8,7,13,0,11,4,4,6,6,11,13,2,2,7,9,4,4,6,8,15,20,44,4
5,32,0,1,1,0,0,0,0,2,0,7,2,8,1,7,3,10,11,3,8,8,14,1,11,3,4,6,3,12,15,2,2,5,7,4,3,8,10,9,3,58,2
3,39,0,2,0,0,0,0,0,1,1,10,2,6,1,9,4,10,12,1,7,6,12,7,7,4,2,7,10,11,16,2,2,2,4,6,6,8,10,11,15,15,4
1,43,0,1,1,0,0,0,0,2,0,6,2,8,1,6,4,10,10,4,8,8,12,2,10,4,4,6,6,12,14,2,2,2,4,6,6,8,10,12,0,50,3
5,44,3,0,0,0,0,0,0,1,1,8,2,9,1,8,4,10,11,2,7,8,13,6,7,3,2,5,5,12,17,2,2,4,6,5,6,8,10,23,10,42,5
5,40,2,2,0,0,0,0,0,3,1,6,2,7,1,6,4,10,12,3,8,8,13,2,10,4,4,4,4,12,13,2,2,5,7,5,6,7,9,15,10,32,5
2,35,0,1,1,0,0,0,0,2,1,5,2,6,1,7,5,9,9,2,8,8,14,3,10,5,4,5,5,2,3,2,2,4,6,3,2,5,7,2,10,62,1
1,39,0,2,0,0,0,0,0,1,0,11,2,4,1,8,4,10,12,1,6,8,12,0,12,4,4,11,11,11,8,2,2,2,4,4,4,8,10,4,7,23,3
3,43,3,0,0,0,0,0,0,1,1,4,2,6,1,5,6,10,12,3,7,7,12,1,11,3,3,4,4,10,9,4,4,7,9,4,3,6,8,11,42,38,5
5,28,0,1,1,0,0,0,0,2,0,12,2,7,1,8,4,10,9,1,8,8,14,5,8,4,4,10,10,3,5,2,2,2,4,4,4,5,7,10,6,58,2
5,33,2,0,0,0,0,0,0,1,1,12,2,6,1,6,6,10,12,2,6,8,12,2,10,2,2,10,12,12,13,2,2,2,4,4,4,6,8,15,4,48,2
5,42,0,1,1,0,0,0,0,2,0,4,2,8,1,7,4,10,10,1,8,7,13,6,7,4,3,5,4,4,4,2,2,2,4,4,4,6,8,3,2,63,2
2,43,3,0,0,0,0,0,0,1,1,10,2,6,1,7,6,10,12,3,6,6,12,0,10,4,4,6,4,10,15,2,2,7,9,4,4,8,10,16,18,34,5
5,24,0,1,1,0,0,0,0,2,0,11,2,8,1,7,4,10,11,1,8,7,13,5,8,3,3,11,11,2,4,2,2,8,10,3,2,7,9,1,27,68,1
5,30,2,0,0,0,0,0,0,1,1,12,2,6,1,7,5,10,12,3,8,8,14,1,11,3,4,11,11,10,9,2,2,6,8,4,4,6,8,8,4,40,1
2,42,0,2,0,0,0,0,0,1,1,6,2,7,1,5,10,9,10,3,8,8,13,2,10,5,4,5,5,9,9,2,2,4,6,4,4,6,8,13,13,52,5
2,44,3,0,0,0,0,0,0,1,1,12,2,2,1,6,14,10,8,9,8,8,12,4,10,4,4,6,6,12,16,2,2,8,10,2,2,6,8,20,14,16,1
5,35,2,0,0,0,0,0,0,1,1,7,2,6,1,6,10,10,12,2,8,8,14,0,12,1,2,8,7,9,11,2,2,5,7,6,6,7,9,7,0,21,2
2,39,0,2,0,0,0,0,0,1,0,11,2,8,1,7,4,10,12,2,6,7,12,3,9,3,2,7,8,12,17,2,2,5,6,6,6,8,10,13,12,37,5
2,44,0,1,1,0,0,0,0,2,0,11,2,6,1,5,6,10,12,3,6,8,12,2,10,2,2,6,4,10,16,4,4,7,9,4,4,6,8,16,28,28,2
6,30,2,0,0,0,0,0,0,1,1,10,2,8,1,6,7,11,11,1,8,8,14,1,10,2,3,6,6,10,15,2,2,2,4,8,8,6,8,16,25,28,2
4,39,0,2,0,0,0,0,0,1,1,11,2,8,1,9,6,10,12,2,7,8,12,2,10,3,3,6,5,12,17,2,2,5,7,6,7,7,9,16,35,30,6
3,34,2,0,0,0,0,0,0,1,1,6,2,8,1,6,4,10,10,1,8,8,14,4,8,3,4,5,6,3,5,2,2,2,3,8,8,7,9,9,0,20,1
3,34,2,1,1,0,0,0,0,3,0,11,2,8,1,6,8,10,11,1,7,6,13,2,10,4,2,10,11,3,5,2,2,3,5,6,7,8,10,5,2,37,1
4,39,0,2,0,0,0,0,0,1,1,9,4,5,1,7,5,10,12,2,8,8,12,0,10,4,3,7,8,12,18,2,2,6,8,6,5,8,10,17,30,25,5
1,44,0,0,0,0,0,1,0,1,0,12,2,7,1,6,4,10,11,1,8,9,14,9,5,2,4,11,13,8,10,2,2,2,3,6,6,3,5,7,3,43,1
2,30,0,0,2,0,0,0,0,1,1,12,2,7,1,4,8,10,12,5,8,7,12,2,10,4,3,11,13,9,13,2,2,6,8,6,6,7,9,11,6,41,3
3,35,2,0,0,0,0,0,0,1,1,7,2,8,1,6,6,10,11,2,8,8,14,2,9,2,4,7,6,10,13,2,2,3,5,7,8,7,9,12,5,20,2
1,35,0,0,3,0,0,0,0,1,0,6,2,8,1,8,7,10,9,1,7,7,13,8,6,3,4,7,6,4,6,2,2,0,2,6,5,4,6,6,1,44,2
2,42,2,2,0,0,0,0,0,2,1,11,2,9,1,7,4,10,11,3,6,8,12,2,10,3,4,6,6,12,17,2,2,7,9,6,6,8,10,19,37,28,5
2,11,0,0,2,0,0,0,0,1,0,12,2,8,1,7,7,10,10,2,8,7,14,5,8,3,3,12,12,1,3,2,2,6,8,5,5,7,9,1,25,59,3
5,25,2,0,0,0,0,0,0,1,1,9,3,5,1,7,5,10,10,2,8,8,14,4,8,4,3,10,9,7,10,3,3,7,9,4,4,6,8,5,15,39,3
3,41,0,1,1,0,0,0,0,2,1,9,3,8,1,8,4,10,11,3,7,7,13,3,9,3,4,9,9,12,14,2,2,6,8,4,4,8,10,10,24,39,5
5,30,2,0,0,0,0,0,0,1,0,12,3,6,1,7,4,10,10,1,8,7,14,4,9,2,4,12,12,6,9,4,4,7,9,3,2,5,7,5,41,65,2
5,35,2,0,0,0,0,0,0,1,1,12,3,5,1,7,6,10,12,1,8,8,14,5,8,2,3,10,12,7,11,3,3,8,10,6,7,7,9,5,13,24,2
1,40,0,1,1,0,0,0,0,2,0,6,2,8,1,6,6,10,12,1,8,8,14,4,8,2,4,8,6,6,8,2,2,4,6,4,4,4,6,6,20,48,2
3,42,2,2,0,0,0,0,0,2,1,9,2,6,1,6,3,10,11,4,8,8,12,2,10,4,4,8,9,12,16,2,2,6,8,4,3,7,9,9,23,34,5
5,35,2,0,0,0,0,0,0,1,1,12,2,6,1,6,10,10,12,2,8,8,16,2,10,2,4,10,10,6,8,2,2,2,4,6,8,6,8,10,8,12,2
1,39,0,0,0,1,0,0,0,1,0,12,2,8,1,8,2,12,12,1,8,8,14,8,6,0,2,6,2,12,14,2,2,8,10,2,2,8,10,22,12,76,3
3,40,0,2,0,0,0,0,0,1,1,11,2,7,1,7,6,10,12,3,7,8,12,1,10,3,4,10,12,11,17,2,2,2,4,5,4,6,8,11,11,42,5
1,44,0,1,1,0,0,0,0,2,1,4,2,8,1,5,3,10,12,2,8,8,14,4,9,2,3,4,4,9,10,4,4,7,9,5,5,7,9,12,48,41,1
5,30,2,0,0,0,0,0,0,1,1,9,2,6,1,7,9,11,12,2,8,8,14,2,10,1,3,6,6,7,9,2,2,8,10,6,7,8,10,12,5,30,2
5,41,3,2,0,0,0,0,0,2,1,6,2,5,1,7,7,10,11,3,8,7,13,1,9,3,4,5,5,8,11,3,3,4,6,6,7,7,9,12,26,47,6
1,9,0,0,0,0,0,1,0,1,0,12,2,8,1,10,12,8,6,1,4,4,4,20,0,10,2,4,4,12,18,6,8,8,10,4,4,6,8,24,60,62,1
5,30,2,0,0,0,0,0,0,1,1,12,2,8,2,6,6,10,12,1,6,6,10,0,16,2,2,8,6,12,16,2,2,4,6,6,6,8,10,26,39,40,3
5,41,3,2,0,0,0,0,0,2,1,8,2,5,1,6,8,10,10,5,8,8,14,2,10,3,3,5,5,10,14,2,2,5,7,5,5,6,8,19,16,45,6
5,30,2,0,0,0,0,0,0,1,1,12,2,8,1,3,5,10,12,1,7,7,13,0,11,3,2,9,9,7,9,2,2,7,7,5,5,6,8,23,7,51,1
1,40,0,1,0,0,0,0,0,1,0,6,2,8,1,8,4,10,12,1,8,8,14,4,8,0,2,6,6,2,4,2,2,0,2,8,8,4,6,6,0,2,3
5,41,3,2,0,0,0,0,0,2,1,11,2,8,1,6,4,10,12,5,8,8,14,3,10,4,4,6,6,10,16,2,2,4,6,4,4,8,10,25,18,47,6
5,30,2,0,0,0,0,0,0,1,1,10,2,6,1,7,8,10,11,4,8,8,14,1,11,3,3,10,10,6,8,3,2,8,10,5,5,8,10,4,17,38,2
1,40,0,0,3,0,0,0,0,1,0,12,2,8,1,6,4,10,10,4,8,8,14,2,10,2,4,12,12,12,18,2,2,8,10,6,6,8,10,8,16,68,3
3,42,2,2,0,0,0,0,0,2,1,10,2,7,1,6,4,10,11,2,7,7,13,5,8,3,4,8,6,10,15,2,2,3,5,4,4,6,8,7,7,39,5
1,4,0,1,0,0,0,0,0,1,0,12,4,10,1,6,4,10,12,2,8,8,14,2,10,4,4,12,12,0,2,4,4,6,8,8,8,6,8,0,4,31,1
2,9,0,0,0,0,0,1,0,1,0,12,4,10,1,8,16,8,6,1,2,2,2,20,0,10,0,8,12,12,18,4,4,8,10,6,6,8,10,18,38,54,2
5,35,2,0,0,0,0,0,0,1,1,12,3,6,1,6,12,10,12,2,8,8,14,1,11,2,4,12,12,4,6,3,3,8,10,5,5,6,8,0,21,30,2
4,40,0,0,3,0,0,0,0,1,0,10,2,8,1,6,4,10,9,2,8,8,14,2,10,4,4,9,10,10,8,2,2,2,4,6,6,8,10,6,4,64,2
3,42,3,2,0,0,0,0,0,2,1,12,3,6,1,6,5,10,11,2,8,8,14,2,10,3,3,10,10,9,12,4,4,6,8,4,4,7,9,5,19,36,5
1,5,0,1,0,0,0,0,0,1,1,12,4,9,1,7,7,10,12,1,8,8,14,5,8,2,4,12,12,0,2,4,4,2,4,9,9,5,7,0,0,17,2
5,35,2,0,0,0,0,0,0,1,1,12,2,4,1,4,8,10,12,2,8,8,14,0,12,2,2,12,12,6,8,4,2,8,10,4,4,8,10,4,4,32,2
3,42,3,2,0,0,0,0,0,2,1,12,4,9,2,7,4,10,12,2,7,7,13,1,11,4,3,10,12,12,18,2,2,7,9,6,5,8,10,14,31,37,5
2,9,0,0,0,0,0,1,0,1,0,12,2,8,1,10,14,8,6,1,4,4,2,20,0,10,2,6,6,12,16,2,2,4,6,6,6,6,8,26,20,60,1
2,26,0,0,2,0,0,0,0,1,0,12,2,7,1,7,5,10,11,2,8,7,13,3,10,2,3,12,12,12,15,3,2,8,10,3,3,7,9,6,21,60,1
5,30,2,0,0,0,0,0,0,1,1,12,3,5,1,8,4,10,11,1,7,7,12,7,7,2,3,11,11,9,12,4,3,6,8,5,4,7,9,9,19,29,2
2,42,3,2,0,0,0,0,0,3,1,9,2,4,1,8,5,8,7,1,6,6,12,11,5,6,5,9,9,12,17,2,2,6,8,5,5,8,10,11,11,51,6
2,9,0,0,0,0,0,1,0,1,0,12,2,8,1,10,14,8,8,1,4,4,2,20,0,4,2,6,4,12,18,4,4,6,8,6,6,6,8,28,48,62,1
5,25,0,1,0,0,0,0,0,1,0,10,2,6,1,7,4,10,10,1,8,9,14,7,7,3,4,11,11,4,6,3,3,7,9,4,2,5,7,9,42,70,1
5,30,3,0,0,0,0,0,0,1,1,12,3,5,1,8,4,9,10,4,8,8,13,3,10,4,3,7,7,11,15,2,2,6,8,6,7,8,10,16,29,29,6
2,42,3,2,0,0,0,0,0,3,1,12,3,2,1,6,5,10,12,3,7,8,13,3,9,3,3,9,10,12,17,2,2,8,10,4,2,8,10,9,30,20,5
5,24,0,1,1,0,0,0,0,2,0,12,2,6,1,8,3,10,10,1,8,8,14,6,7,2,3,12,12,4,6,4,4,8,10,3,2,4,6,5,47,62,2
5,32,2,0,0,0,0,0,0,1,1,12,2,9,1,8,7,10,11,2,8,8,13,0,12,2,3,10,10,10,15,2,2,8,10,4,4,8,10,9,12,38,2
2,42,3,2,3,0,0,0,0,3,1,9,2,6,1,6,4,10,11,2,7,7,12,1,10,4,3,6,4,11,16,2,2,6,8,4,4,7,9,13,19,38,5
1,9,0,0,0,0,0,1,0,1,0,12,2,8,1,10,10,8,6,1,4,4,4,20,0,10,2,4,4,12,18,2,2,2,4,4,4,6,8,24,2,70,1
1,13,0,0,2,0,0,0,0,1,0,12,2,8,1,8,4,10,12,2,8,8,12,10,6,2,2,10,12,12,16,2,2,8,10,4,4,8,10,8,24,66,3
5,30,3,1,1,0,0,0,0,3,1,12,2,6,1,7,8,10,11,2,8,8,14,5,7,1,2,12,12,5,7,2,2,8,10,4,5,6,8,5,12,30,1
5,42,2,2,0,0,0,0,0,2,1,12,2,8,1,7,5,10,11,3,8,8,14,0,12,3,4,9,12,12,17,2,2,6,8,4,4,7,9,10,27,27,6
5,32,2,0,0,0,0,0,0,1,1,12,4,6,1,6,6,10,12,1,6,6,12,0,12,2,2,12,11,5,8,2,2,5,6,4,4,4,6,3,37,52,1
5,42,3,2,3,0,0,0,0,3,1,9,2,8,1,6,5,10,12,3,8,8,13,1,10,3,3,6,4,11,17,2,2,6,8,5,5,8,10,14,20,36,6
5,25,2,0,0,0,0,0,0,1,1,12,2,6,1,7,12,10,12,2,8,8,14,2,10,2,3,11,12,10,13,2,2,6,8,5,5,6,8,8,8,37,2
1,39,0,0,0,1,0,0,0,1,0,12,2,8,1,8,2,12,12,1,8,10,16,20,0,0,2,6,4,12,18,2,2,8,10,2,2,8,10,12,28,78,3
5,41,3,2,0,0,0,0,0,3,1,8,4,9,1,6,9,10,11,3,7,8,13,0,13,2,2,8,8,9,13,3,3,5,7,5,5,6,8,7,39,45,6
1,9,0,0,0,0,0,1,0,1,0,4,2,8,1,10,6,8,8,1,4,4,6,20,0,4,4,4,4,12,8,4,4,4,6,6,6,8,10,20,60,70,1
6,28,2,0,0,0,0,0,0,1,1,12,2,6,1,8,11,10,12,1,7,8,13,1,10,2,2,10,12,6,8,2,2,6,8,5,5,6,8,12,18,38,3
3,40,0,2,0,0,0,0,0,1,1,5,2,6,1,5,6,10,12,3,8,8,13,1,11,4,4,6,6,12,14,3,3,6,8,4,4,7,9,13,25,30,4
3,44,3,2,0,0,0,0,0,2,1,4,2,8,1,6,12,10,12,3,8,8,14,2,10,4,4,4,4,12,18,4,4,6,8,6,6,8,10,16,24,34,4
1,9,0,0,0,0,0,1,0,1,0,4,2,8,1,6,8,8,8,1,4,2,6,8,6,4,2,4,4,12,10,2,2,6,8,6,4,6,8,16,36,64,2
6,28,2,0,0,0,0,0,0,1,1,10,2,6,1,8,10,10,12,2,8,8,14,2,10,2,2,8,10,12,14,2,2,8,10,6,6,6,8,6,0,16,3
1,30,0,0,3,0,0,0,0,1,0,6,2,6,1,4,11,9,12,2,7,7,13,3,9,5,4,6,6,8,10,2,2,3,5,6,6,7,9,8,9,27,1
5,42,3,2,0,0,0,0,0,2,1,9,2,5,1,7,5,11,12,2,8,7,13,4,8,3,3,8,8,12,16,2,2,5,7,4,4,7,9,15,15,33,5
1,5,0,1,0,0,0,0,0,1,0,12,2,8,1,6,4,10,11,2,8,8,15,2,10,4,4,12,12,1,3,2,2,0,2,8,8,6,8,0,0,9,1
1,36,0,1,1,0,0,0,0,2,0,12,2,8,1,4,10,10,8,2,8,8,14,2,10,4,4,12,12,0,2,4,4,8,10,6,6,8,10,2,34,48,1
5,38,0,2,0,0,0,0,0,1,1,8,2,7,1,8,4,10,12,4,7,7,12,1,10,4,4,4,4,12,18,2,2,5,7,6,6,8,10,18,16,17,6
3,43,3,2,0,0,0,0,0,2,1,9,2,6,3,6,4,10,12,3,7,7,13,2,10,2,3,7,5,12,15,3,3,8,10,4,2,7,9,17,24,32,4
5,30,3,0,0,0,0,0,0,1,1,12,2,10,2,6,6,10,12,2,6,6,12,1,12,3,2,11,12,6,8,2,2,8,10,4,4,5,7,7,8,60,3
3,42,3,2,0,0,0,0,0,2,1,7,2,6,1,7,4,10,11,2,8,8,14,1,10,3,4,5,5,8,9,2,2,5,6,5,5,7,9,17,10,40,5
3,30,0,1,1,0,0,0,0,2,0,9,2,9,1,8,3,10,9,1,7,8,14,4,8,2,4,9,9,6,6,2,2,8,10,4,4,7,9,3,15,57,1
5,32,3,2,0,0,0,0,0,2,1,11,2,8,1,8,5,10,12,2,7,8,12,1,11,2,3,7,6,8,10,2,2,4,5,6,6,6,8,17,5,39,3
3,40,0,2,0,0,0,0,0,1,0,4,2,7,1,8,4,10,10,2,7,8,13,4,9,3,3,4,4,3,5,2,2,3,5,6,6,5,7,12,9,31,4
3,40,3,2,0,0,0,0,0,2,1,10,2,7,1,5,5,10,11,2,6,6,12,2,10,4,4,9,7,12,14,2,2,8,9,4,4,6,8,13,14,33,4
3,35,0,1,1,0,0,0,0,2,0,10,2,7,1,7,4,10,10,1,7,7,12,4,9,3,3,10,9,2,4,2,2,7,8,4,4,6,8,3,16,59,1
3,42,3,2,0,0,0,0,0,3,1,12,2,6,1,7,4,10,10,3,7,7,13,2,11,3,3,6,4,11,17,2,2,6,8,4,3,6,8,21,12,47,5
2,42,0,0,0,3,0,0,0,1,1,10,2,8,1,5,5,10,12,2,6,7,12,1,9,4,3,4,4,12,17,3,2,8,10,6,5,8,10,23,38,77,3
2,43,0,2,0,0,0,0,0,1,0,12,2,10,1,4,4,10,12,3,8,8,12,6,8,2,2,4,4,12,20,2,2,6,8,6,6,8,10,20,32,40,5
1,44,0,2,0,0,0,0,0,1,0,12,2,10,1,4,4,10,12,3,8,8,12,4,10,2,4,4,4,12,20,2,2,4,6,6,6,8,10,30,34,62,1
1,37,1,0,0,0,0,0,0,1,1,12,2,10,1,7,4,10,11,1,7,7,11,3,9,2,3,6,4,12,18,2,2,3,5,6,5,8,10,15,11,58,1
1,38,0,2,0,0,0,0,0,1,1,4,4,4,1,8,4,8,6,1,6,6,12,18,0,8,4,4,4,12,18,2,2,6,8,6,4,6,8,14,46,18,4
1,38,0,2,0,0,0,0,0,1,1,12,4,4,1,6,6,10,12,1,6,6,10,4,8,2,2,4,4,12,18,2,2,4,6,6,6,8,10,30,14,40,4
3,37,0,2,0,0,0,0,0,1,0,11,2,8,1,4,6,10,12,3,8,8,14,2,10,4,4,4,4,12,15,4,4,8,10,4,4,6,8,17,29,54,5
1,44,0,0,0,0,0,1,0,1,0,2,2,6,1,7,5,10,12,1,8,7,13,5,7,1,2,8,3,12,14,2,2,8,10,4,3,5,7,9,19,53,2
2,38,0,2,0,0,0,0,0,1,0,12,2,10,1,6,6,10,12,2,6,8,10,2,10,2,2,6,4,12,18,2,2,4,6,4,4,4,6,18,14,51,4
1,43,1,0,0,0,0,0,0,1,0,6,4,8,1,6,4,10,12,3,6,6,12,2,10,4,4,10,12,12,18,2,2,8,10,4,4,6,8,24,56,50,4
1,44,0,2,0,0,0,0,0,1,1,6,2,4,1,6,4,10,12,1,6,6,12,8,6,2,4,10,10,12,18,2,2,8,10,6,4,8,10,22,34,36,4
1,36,1,0,0,0,0,0,0,1,0,6,2,6,1,6,4,10,10,1,7,7,13,2,10,4,4,6,5,11,16,2,2,3,5,4,4,5,7,6,9,64,1
1,43,0,0,0,0,0,1,0,1,0,4,2,6,1,4,4,11,12,1,6,6,13,4,8,2,2,6,3,12,17,2,2,8,10,2,2,6,8,11,26,51,2
1,44,0,2,0,0,0,0,0,1,0,4,4,4,1,8,4,10,12,1,8,8,14,2,10,0,4,4,4,12,8,2,2,4,6,4,4,4,6,4,34,20,2
1,43,0,2,0,0,0,0,0,1,0,4,2,2,1,6,6,10,10,2,8,6,12,0,10,2,2,4,4,12,18,2,2,8,10,4,4,6,8,8,8,28,2
1,44,0,0,0,0,0,1,0,1,0,7,2,6,1,4,4,12,12,1,7,8,13,1,10,2,2,9,9,12,18,2,2,8,10,2,2,5,7,12,15,54,2
1,44,0,0,0,0,0,1,0,1,0,4,2,10,1,4,4,10,12,2,8,8,12,8,6,0,2,6,4,12,18,2,2,7,9,8,8,8,10,12,1,47,2
1,46,0,2,0,0,0,0,0,1,0,4,2,4,1,6,4,10,12,4,8,8,12,4,8,4,4,4,4,12,18,2,2,6,8,6,6,8,10,12,8,16,4
1,48,0,2,0,0,0,0,0,1,0,10,3,7,1,5,5,10,12,1,7,8,12,9,5,4,3,8,14,9,11,3,3,3,5,5,5,4,6,11,5,42,4
1,48,1,0,0,0,0,0,0,1,0,4,4,4,1,6,4,10,10,1,7,8,13,2,10,3,4,4,4,7,7,5,5,4,6,4,3,3,5,6,25,36,2
1,48,0,2,0,0,0,0,0,1,0,12,2,4,1,6,4,10,12,4,6,8,12,0,12,2,4,6,4,12,18,2,2,8,10,4,4,8,10,16,18,44,4
1,26,0,2,0,0,0,0,0,1,0,2,10,8,1,6,6,10,8,1,8,8,14,10,4,2,4,8,2,12,18,4,4,8,10,6,6,8,10,16,24,60,2
1,29,0,2,0,0,0,0,0,1,1,18,10,8,1,6,6,10,12,1,8,8,14,12,4,2,2,10,18,12,20,4,4,8,10,6,6,6,8,18,50,68,2
2,27,0,2,0,0,0,0,0,1,0,4,2,10,1,8,6,10,12,1,6,6,10,6,8,2,2,4,4,12,14,2,2,2,4,10,10,6,8,14,22,24,3
1,30,0,2,0,0,0,0,0,1,1,2,4,8,1,6,6,10,12,1,8,8,14,10,4,2,2,8,4,12,18,2,2,2,4,8,6,6,8,26,66,22,2
1,26,0,2,0,0,0,0,0,1,0,4,2,8,1,2,8,10,12,3,8,6,12,0,12,2,2,6,4,12,18,2,2,6,8,6,6,6,8,10,12,58,2
1,30,0,2,0,0,0,0,0,1,0,2,2,8,1,4,4,10,10,1,8,8,12,2,10,4,4,6,4,12,18,2,2,2,4,6,6,4,6,14,26,66,2
1,25,1,0,0,0,0,0,0,1,0,12,2,8,1,2,4,10,10,3,6,6,12,2,10,2,2,8,2,12,20,2,2,8,10,6,6,8,10,18,26,66,1
1,28,0,0,0,2,0,0,0,1,0,2,2,8,1,2,4,10,12,1,8,6,12,2,10,4,2,6,2,10,8,4,4,6,8,8,8,6,8,14,46,12,1
1,28,0,0,0,2,0,0,0,1,0,18,2,8,1,2,8,10,6,1,4,2,6,18,0,6,0,4,2,10,8,4,4,2,4,8,8,4,6,18,56,18,1
3,29,0,0,0,2,0,0,0,1,0,4,2,8,1,2,16,12,12,1,6,6,12,0,14,0,2,8,2,12,20,4,2,8,10,6,2,8,10,14,12,38,7
1,31,1,0,0,0,0,0,0,1,0,12,2,6,1,7,5,10,9,1,7,7,13,4,9,0,3,12,12,12,12,2,2,3,5,4,4,4,6,13,9,64,1
1,8,0,0,0,0,0,1,0,1,0,12,2,8,1,4,5,8,8,1,5,4,8,8,6,8,2,8,8,12,15,2,2,0,2,7,7,6,8,19,6,41,1
1,37,0,2,0,0,0,0,0,1,0,4,2,6,1,6,8,10,12,2,8,6,12,1,12,3,3,8,5,12,17,2,2,2,4,5,4,8,10,9,12,37,5
2,12,0,0,0,0,0,1,0,1,0,12,2,10,1,3,5,8,7,1,5,4,9,4,9,10,3,6,4,11,12,2,2,0,2,7,7,6,8,20,1,45,2
2,6,0,0,0,0,0,1,0,1,1,12,2,10,1,4,4,9,8,1,5,5,9,4,9,8,3,8,7,12,15,2,2,1,3,8,8,5,7,22,2,34,1
2,37,0,0,0,0,0,0,1,1,1,6,2,8,1,7,20,10,12,1,6,5,10,2,8,2,2,7,7,12,18,2,2,2,4,6,6,8,10,17,26,37,2
2,8,0,0,0,0,0,1,0,1,0,12,2,10,1,8,4,11,10,1,4,2,6,16,1,0,0,12,12,12,18,2,2,2,4,8,8,6,8,7,0,51,2
3,7,0,0,0,0,0,1,0,1,0,12,2,8,1,3,7,10,12,1,6,6,11,8,6,5,2,11,10,12,18,2,2,1,3,7,7,5,7,16,0,43,2
2,43,1,0,0,0,0,0,0,1,0,4,2,10,1,6,6,10,12,6,8,8,14,2,10,4,4,8,4,12,18,2,2,6,8,6,6,8,10,6,0,22,4
1,45,0,2,0,0,0,0,0,1,0,12,2,4,1,8,4,10,12,1,8,8,14,8,6,2,4,12,14,12,18,2,2,6,8,4,4,6,8,10,18,32,4
1,44,0,2,0,0,0,0,0,1,0,12,2,6,1,6,4,10,12,3,6,8,12,2,10,2,2,12,12,12,18,2,2,4,6,6,6,8,10,10,2,20,4
