damage_qty,location,erosion,coat_protection,laminate_vis_dry_dam,hole/crack/bonding,lightning_recep_dam/impact,assist,other,num_desc,continuous,out_hue_mode,out_sat_mode,out_brt_mode,size,coverage,asp_ratio,deg_avg,deg_mode,edge,edgelen_avg,edgelen_mode,sc_edge_ratio,sc_follow_turn,sc_reverse_turn,sc_small_turn,sc_score,hue_avg,hue_mode,hue_range,hue_uni,sat_avg,sat_mode,sat_range,sat_uni,brt_avg,brt_mode,brt_range,brt_uni,hue_outin,sat_outin,brt_outin,windtex
1,43,1,0,0,0,0,0,0,1,0,12,2,6,1,6,4,10,12,2,8,8,14,4,8,2,4,12,12,12,18,2,2,2,4,4,4,4,6,8,4,32,4
1,45,0,2,0,0,0,0,0,1,0,12,2,4,1,6,4,10,12,3,8,8,12,0,12,2,4,12,12,12,18,4,4,8,10,4,4,4,6,6,20,18,4
2,32,1,0,0,0,0,0,0,1,1,12,2,6,1,6,4,10,12,3,6,8,12,0,12,2,2,12,12,11,16,4,4,7,9,4,4,7,9,9,9,69,1
2,14,0,0,0,0,0,1,0,1,0,12,4,8,1,8,4,8,6,1,7,7,12,18,0,9,6,12,12,2,4,4,4,3,5,7,7,3,5,0,11,22,1
1,24,1,0,0,0,0,0,0,1,1,12,2,10,1,6,4,10,10,3,6,6,12,2,10,2,4,14,14,12,18,2,2,8,10,4,2,8,10,20,27,63,1
2,37,0,0,0,2,0,0,0,1,0,4,2,8,1,2,16,12,12,2,6,6,12,0,12,0,2,6,4,12,18,2,2,0,2,4,4,6,8,16,28,64,3
3,43,0,2,0,0,0,0,0,1,0,4,2,6,1,6,4,10,11,1,8,8,12,5,8,3,3,4,4,10,14,2,2,6,8,5,5,7,9,5,14,26,5
1,44,0,1,0,0,0,0,0,1,0,4,2,6,1,7,6,10,12,1,8,9,14,16,1,1,2,4,4,12,11,2,2,2,4,5,5,5,7,3,2,17,1
1,45,0,2,0,0,0,0,0,1,0,4,2,4,1,6,4,10,12,2,8,7,13,1,11,2,3,5,4,12,15,2,2,4,6,4,4,7,9,9,9,34,4
3,44,0,2,0,0,0,0,0,1,0,4,2,6,1,6,4,10,11,2,7,8,13,1,11,3,4,4,4,11,15,2,2,4,6,5,6,7,9,5,7,24,5
1,43,0,2,0,0,0,0,0,1,0,4,4,7,1,7,4,10,12,2,8,8,14,0,13,2,4,4,4,12,9,4,4,6,8,4,6,8,10,2,15,27,4
6,39,0,0,0,2,0,0,0,1,0,12,2,8,1,2,12,12,12,3,6,6,12,0,12,0,2,12,12,12,18,2,2,2,4,4,4,6,8,16,4,66,5
1,42,0,2,0,0,0,0,0,1,0,4,2,4,1,8,4,10,9,1,8,6,14,1,13,2,4,4,4,11,8,2,2,4,6,4,4,4,6,3,10,15,4
1,45,1,0,0,0,0,0,0,1,1,12,4,4,1,6,4,10,12,1,6,8,12,2,10,2,2,4,4,12,18,2,2,6,8,6,4,8,10,24,22,36,1
3,44,0,2,0,0,0,0,0,1,0,12,4,4,1,6,4,10,12,6,8,8,12,0,10,2,4,4,4,12,18,2,2,4,6,4,4,8,10,20,41,22,5
5,43,0,2,0,0,0,0,0,1,1,8,3,8,1,6,4,10,12,5,8,8,13,1,11,5,4,4,4,12,18,2,2,5,7,6,5,8,10,12,26,27,6
2,11,0,0,0,2,0,0,0,1,0,12,2,8,1,2,12,10,12,7,6,8,12,4,8,2,2,12,12,12,18,2,2,4,6,6,6,8,10,8,0,42,3
5,39,0,2,0,0,0,0,0,1,0,10,2,9,1,6,2,10,12,7,8,8,14,2,10,4,4,6,4,12,17,2,2,7,9,6,6,7,9,18,6,49,5
1,44,1,0,0,0,0,0,0,1,1,4,2,8,1,6,5,10,12,4,7,7,13,2,10,4,4,4,4,12,18,2,2,8,10,5,4,8,10,9,29,35,4
1,33,1,0,0,0,0,0,0,1,1,4,3,9,1,6,4,10,12,8,8,8,13,3,9,3,4,4,4,12,18,2,2,6,8,6,5,8,10,4,27,38,4
5,43,0,2,0,0,0,0,0,1,1,6,4,5,1,6,4,10,12,5,6,6,12,3,9,4,4,4,4,12,17,2,2,7,9,6,4,8,10,18,43,25,5
5,45,0,2,0,0,0,0,0,1,1,4,3,6,1,6,4,10,12,11,8,8,13,2,10,3,4,5,4,12,18,2,2,8,10,6,4,8,10,9,42,19,5
1,42,0,2,0,0,0,0,0,1,0,4,2,6,1,8,4,10,12,3,8,6,12,0,10,2,2,6,4,12,18,2,2,8,10,4,4,4,6,8,2,49,5
1,10,0,0,0,2,0,0,0,1,0,12,2,10,1,2,12,12,12,2,8,6,12,0,12,0,2,6,4,12,14,2,2,0,2,8,8,6,8,20,0,58,1
5,42,0,2,0,0,0,0,0,1,1,7,3,9,2,5,5,10,9,7,8,7,13,1,10,4,4,4,4,12,18,2,2,5,7,6,6,8,10,9,40,33,7
1,10,0,0,0,2,0,0,0,1,0,12,2,10,1,2,8,10,12,4,6,6,12,0,10,2,2,10,12,12,18,2,2,4,6,8,8,8,10,14,0,32,1
4,43,0,2,0,0,0,0,0,1,1,4,4,6,1,7,4,10,11,4,7,8,12,3,10,4,4,4,4,11,16,2,2,5,7,6,5,7,9,7,40,27,5
4,13,0,1,0,0,0,0,0,1,0,10,2,9,1,5,10,10,11,1,7,7,13,5,7,3,3,7,7,11,13,2,2,0,2,8,8,3,5,17,0,36,1
1,0,0,0,0,0,0,1,0,1,0,10,2,6,1,6,6,6,6,1,4,4,4,20,0,10,2,10,12,12,18,2,2,4,6,4,6,6,8,10,4,14,1
5,42,0,2,0,0,0,0,0,1,1,4,3,8,1,5,5,10,10,3,8,8,14,3,9,4,4,6,6,10,15,2,2,3,5,4,4,7,9,13,23,45,5
1,0,0,0,0,0,0,1,0,1,0,12,4,7,1,5,9,6,6,1,2,2,3,20,0,10,1,12,12,5,7,4,4,8,10,7,8,8,10,2,6,22,1
5,42,1,0,0,0,0,0,0,1,1,4,4,8,1,8,4,10,12,2,8,8,14,6,8,4,4,10,10,11,17,2,2,8,10,6,6,8,10,17,31,44,4
5,40,0,2,0,0,0,0,0,1,1,5,3,8,1,6,4,10,12,4,8,6,13,2,10,3,4,10,12,12,17,2,2,5,7,6,6,8,10,18,23,47,5
1,0,0,0,0,0,0,1,0,1,0,12,4,6,1,6,8,8,6,1,4,4,4,20,0,10,2,12,12,12,16,4,4,8,10,6,8,6,8,0,6,24,1
5,41,0,2,0,0,0,0,0,1,1,8,2,7,1,7,5,10,11,2,8,7,14,4,9,5,4,11,12,9,11,2,2,3,5,6,6,7,9,13,16,31,5
5,44,0,0,0,2,0,0,0,1,1,6,2,8,1,7,4,10,12,2,6,7,12,5,8,5,4,12,12,12,17,2,2,4,6,6,4,7,9,13,12,40,5
5,43,0,2,0,0,0,0,0,1,1,9,3,6,1,6,5,10,12,2,7,8,13,3,9,4,4,10,12,12,17,2,2,4,6,5,4,7,9,13,30,39,5
2,35,1,0,0,0,0,0,0,1,0,12,2,5,1,6,4,10,11,1,8,8,14,3,9,4,4,12,12,8,11,2,2,4,6,3,2,4,6,8,17,61,1
5,41,0,2,0,0,0,0,0,1,1,10,2,8,1,8,4,10,12,10,7,8,12,2,10,2,4,8,9,12,17,2,2,4,6,5,4,7,9,11,11,36,7
5,42,0,2,0,0,0,0,0,1,0,5,4,6,1,6,4,10,12,5,8,8,14,0,10,4,4,10,12,12,17,2,2,6,8,6,4,8,10,20,44,29,5
1,44,0,1,0,0,0,0,0,1,0,12,2,6,1,2,4,10,12,1,8,8,14,2,8,2,2,12,12,2,4,2,2,2,4,6,6,2,4,6,4,0,1
1,39,0,0,0,3,0,0,0,1,1,12,2,8,1,2,10,12,12,3,6,6,12,0,10,2,2,6,4,12,18,2,2,0,2,8,8,6,8,16,0,22,1
5,42,0,2,0,0,0,0,0,1,0,6,6,8,1,6,4,10,12,4,6,8,12,0,10,2,4,4,4,12,18,2,2,8,10,6,8,8,10,22,53,28,4
1,42,0,2,0,0,0,0,0,1,0,12,2,6,1,8,4,10,10,1,8,8,16,12,4,2,4,14,14,12,18,2,2,2,4,4,4,6,8,12,4,44,1
1,44,0,0,0,0,0,1,0,1,0,12,2,4,1,8,4,10,11,1,8,8,15,14,3,0,4,12,12,12,17,3,3,6,8,3,3,3,5,11,21,47,1
5,44,1,0,0,0,0,0,0,1,1,4,2,7,1,6,4,10,12,4,8,8,12,4,10,2,4,7,5,12,18,2,2,7,9,6,7,8,10,13,2,32,5
1,0,0,0,0,0,0,1,0,1,0,4,2,6,1,8,4,8,6,1,8,8,18,20,0,10,8,8,4,12,18,2,2,2,4,6,6,6,8,8,8,34,1
1,0,0,0,0,0,0,1,0,1,0,4,2,2,1,6,6,8,8,1,4,4,4,20,0,10,2,10,12,12,18,2,2,4,6,6,6,6,8,8,12,34,1
5,44,0,2,0,0,0,0,0,1,1,7,2,8,1,6,4,10,12,3,7,7,12,4,9,3,3,6,4,12,17,2,2,3,5,6,6,8,10,12,19,38,5
1,0,0,0,0,0,0,1,0,1,0,4,2,8,1,6,6,6,6,1,4,4,6,20,0,10,2,6,4,12,18,2,2,8,10,4,8,6,8,6,2,14,1
5,41,0,2,0,0,0,0,0,1,1,4,3,5,1,6,3,10,11,2,7,6,12,2,10,4,3,5,4,8,11,3,3,7,9,4,4,5,7,5,18,44,5
2,0,0,0,0,0,0,1,0,1,1,6,2,8,1,5,11,8,6,1,2,2,3,19,0,9,1,8,9,12,17,2,2,6,8,7,8,6,8,7,9,29,1
1,0,0,0,0,0,0,1,0,1,1,6,2,6,1,5,8,9,11,1,6,6,11,9,5,4,2,6,6,12,15,2,2,6,8,6,5,6,8,5,9,42,1
2,32,1,0,0,0,0,0,0,1,0,6,2,6,1,6,6,10,10,2,7,7,13,1,10,4,4,7,4,12,18,2,2,3,5,4,4,4,6,11,11,66,1
1,39,0,2,0,0,0,0,0,1,0,4,4,6,1,6,6,10,12,2,6,8,12,0,12,2,2,4,4,12,16,4,4,7,9,6,4,8,10,4,16,27,5
3,0,0,0,0,0,0,1,0,1,1,6,2,9,2,4,9,10,10,1,6,8,12,15,2,4,2,5,5,12,14,2,2,4,6,8,8,7,9,3,8,28,1
5,40,0,2,0,0,0,0,0,1,0,4,4,6,1,6,4,10,9,3,6,8,12,2,10,4,4,4,4,6,8,4,4,7,9,6,4,6,8,10,22,23,5
5,43,0,2,0,0,0,0,0,1,0,4,2,3,1,7,4,10,12,3,7,7,11,3,9,3,3,4,4,8,14,4,3,6,8,4,4,6,8,13,12,38,5
3,25,0,0,2,0,0,0,0,1,0,6,2,8,1,4,7,10,11,1,7,6,12,5,7,4,3,6,5,5,6,2,2,0,2,6,7,4,6,6,1,43,5
1,39,0,0,0,3,0,0,0,1,1,4,2,8,1,2,10,12,12,1,8,8,14,6,8,2,2,4,4,12,12,2,2,6,8,4,4,6,8,8,6,52,5
5,39,0,2,0,0,0,0,0,1,0,10,2,7,1,6,6,10,9,6,6,6,12,3,11,4,4,4,4,12,18,2,2,7,9,6,4,6,8,18,19,30,5
1,11,0,1,0,0,0,0,0,1,1,8,2,7,1,7,7,9,6,1,6,4,8,18,0,6,2,6,6,12,18,2,2,1,3,6,6,5,7,7,0,30,1
1,33,1,0,0,0,0,0,0,1,0,4,2,10,1,6,4,10,10,6,8,8,12,0,10,4,4,4,4,12,18,2,2,8,10,4,6,8,10,16,6,48,3
3,38,0,2,0,0,0,0,0,1,1,8,3,9,1,6,4,10,11,2,8,8,13,5,8,4,4,4,4,11,16,2,2,7,9,5,5,8,10,14,12,36,3
1,0,0,0,0,0,0,1,0,1,1,7,2,9,2,5,11,9,9,1,4,3,5,17,1,7,1,9,8,12,17,2,2,2,4,8,8,7,9,11,2,34,1
1,13,0,0,0,2,0,0,0,1,0,7,2,8,1,2,14,12,12,1,6,8,12,0,12,2,2,8,9,4,4,2,2,0,2,8,8,4,6,5,0,4,1
3,43,0,2,0,0,0,0,0,1,1,4,2,4,1,6,4,10,12,5,6,6,12,2,10,4,4,4,4,12,17,2,2,7,9,6,6,8,10,10,22,28,5
5,44,0,2,0,0,0,0,0,1,1,5,3,7,1,6,5,10,9,4,6,7,12,2,10,2,3,4,4,12,12,2,2,6,8,6,6,8,10,14,45,22,5
1,0,0,0,0,0,0,1,0,1,0,4,2,8,1,8,4,8,8,1,8,8,14,20,0,10,6,8,4,12,18,2,2,2,4,8,8,8,10,6,6,30,1
2,39,0,2,0,0,0,0,0,1,0,4,4,6,1,6,4,10,8,6,6,8,12,0,10,4,4,4,4,12,17,2,2,8,10,6,6,8,10,11,35,18,5
1,43,1,0,0,0,0,0,0,1,0,4,2,8,1,8,4,10,12,7,8,8,12,0,10,4,4,6,4,12,18,2,2,6,8,6,8,8,10,6,4,24,5
1,17,1,0,0,0,0,0,0,1,0,12,2,8,1,9,17,10,9,1,7,5,11,16,0,7,4,14,14,0,2,2,2,0,2,9,9,1,3,15,3,20,3
3,23,0,0,3,0,0,0,0,1,1,18,2,8,1,6,61,11,12,2,6,5,10,7,7,4,2,12,12,11,9,3,2,5,7,6,4,4,6,14,13,42,6
3,25,1,0,0,0,0,0,0,1,0,14,2,8,1,4,22,10,12,2,6,5,12,2,9,6,2,8,2,12,12,2,2,2,4,6,6,4,6,25,8,39,6
3,25,1,0,0,0,0,0,0,1,0,14,2,8,1,4,44,10,14,1,6,5,9,9,5,4,2,14,17,11,7,2,2,2,4,6,6,6,8,18,8,57,6
1,25,0,0,3,0,0,0,0,1,0,4,2,8,1,6,2,10,10,1,8,8,14,18,0,0,2,14,14,2,4,2,2,4,6,8,8,4,6,28,26,22,6
3,18,1,0,0,0,0,0,0,1,0,14,2,10,1,6,16,11,11,1,6,6,11,7,7,2,2,10,5,11,9,2,2,1,3,8,8,3,5,20,3,46,5
3,25,1,0,0,0,0,0,0,1,1,14,2,8,1,2,46,10,8,5,6,8,12,4,8,6,2,14,14,6,8,2,2,2,4,6,8,6,8,14,4,46,5
3,23,1,0,0,0,0,0,0,1,1,14,2,8,1,2,52,10,12,2,6,2,8,2,10,4,2,14,14,4,6,2,2,0,2,6,8,4,6,10,0,28,5
3,25,1,0,0,0,0,0,0,1,1,12,2,6,2,2,27,12,12,3,6,4,12,4,8,2,2,14,14,11,10,2,2,2,4,4,4,4,6,17,0,59,7
3,20,0,2,0,0,0,0,0,1,1,12,4,8,2,2,14,10,12,7,6,6,12,0,12,4,2,8,12,12,14,2,2,4,6,6,6,6,8,24,62,24,4
2,25,1,0,0,0,0,0,0,1,1,12,2,8,1,2,16,10,12,2,6,6,12,0,14,2,2,4,4,12,16,4,4,8,10,4,4,6,8,30,64,60,4
2,39,1,0,0,0,0,0,0,1,0,4,2,9,1,6,33,11,12,1,7,7,13,4,9,3,2,4,4,3,5,2,2,4,6,9,10,7,9,15,10,24,4
1,10,0,0,0,2,0,0,0,1,0,2,2,10,1,2,4,12,12,2,8,8,14,0,10,0,2,4,2,12,6,2,2,0,2,10,10,2,4,8,0,21,2
2,36,1,0,0,0,0,0,0,1,0,4,2,8,1,5,45,10,9,3,6,6,11,3,9,3,2,4,4,0,2,4,4,4,6,8,10,6,8,16,41,14,5
2,20,0,0,0,2,0,0,0,1,0,6,2,6,1,4,18,10,12,1,8,6,12,0,12,4,4,4,4,2,4,2,2,4,6,4,6,6,8,12,4,40,9
2,39,1,0,0,0,0,0,0,1,0,12,4,4,1,7,56,11,12,1,6,7,11,10,4,4,1,10,12,10,12,2,2,1,3,4,4,3,5,13,48,30,3
2,39,1,0,0,0,0,0,0,1,1,10,2,4,1,6,23,10,12,3,7,7,12,1,11,3,3,4,4,12,15,3,4,6,8,4,4,3,5,20,36,15,7
2,30,1,0,0,0,0,0,0,1,0,4,2,7,1,5,12,10,9,2,6,5,12,8,7,7,3,4,4,0,2,3,3,2,4,7,8,5,7,14,24,22,3
2,30,1,0,0,0,0,0,0,1,0,12,2,8,1,6,40,12,12,2,6,5,11,7,7,3,2,5,4,12,16,2,2,1,3,6,6,5,7,22,10,30,3
2,39,0,0,0,2,0,0,0,1,0,4,2,10,1,4,22,12,12,2,6,8,12,4,8,2,2,4,4,0,2,4,4,4,6,10,10,4,6,16,50,34,7
3,39,1,0,0,0,0,0,0,1,0,4,2,7,1,6,36,11,12,2,6,7,11,1,11,2,2,4,4,10,11,4,4,5,7,7,8,7,9,13,28,41,7
3,39,1,0,0,0,0,0,0,1,0,10,2,8,1,3,40,11,12,2,6,6,11,0,12,1,2,4,4,2,4,3,3,3,5,8,8,5,7,21,25,17,7
1,25,1,0,0,0,0,0,0,1,1,12,2,8,1,7,28,10,9,1,6,7,12,7,7,3,3,9,8,10,14,2,2,1,3,6,6,7,9,11,18,42,3
1,20,1,0,0,0,0,0,0,1,0,12,2,8,1,8,14,10,12,1,6,4,10,4,8,4,2,6,4,12,12,2,2,0,2,6,6,4,6,22,6,48,2
1,25,1,0,0,0,0,0,0,1,0,12,2,8,1,7,15,10,10,1,7,7,12,1,10,4,3,12,12,6,8,2,2,0,2,6,6,5,7,5,11,27,3
1,25,1,0,0,0,0,0,0,1,0,12,2,8,1,7,23,10,9,1,6,7,11,7,6,4,4,12,12,4,6,2,2,0,2,6,6,3,5,10,2,37,3
2,25,1,0,0,0,0,0,0,1,0,12,2,8,1,5,36,11,10,1,6,5,10,7,7,4,2,9,8,12,17,2,2,1,3,6,6,4,6,12,37,23,3
2,25,1,0,0,0,0,0,0,1,0,12,2,8,1,9,12,9,8,1,6,4,10,11,4,9,4,12,11,1,3,2,2,1,3,6,6,2,4,4,7,37,3
1,25,0,0,0,0,1,0,0,1,0,6,2,8,1,10,4,10,8,1,6,4,10,18,0,10,4,12,14,8,10,4,2,4,6,6,6,6,8,16,16,48,2
1,25,1,0,0,0,0,0,0,1,0,12,2,7,1,9,32,10,12,1,7,6,10,13,2,5,2,9,11,7,8,2,2,0,2,6,6,4,6,15,11,27,3
2,25,1,0,0,0,0,0,0,1,0,12,2,2,1,4,30,10,12,1,6,4,8,0,12,2,2,10,12,12,16,2,2,8,10,2,2,4,6,4,22,30,3
4,25,1,0,0,0,0,0,0,1,0,12,2,7,1,7,22,10,11,1,6,8,12,4,8,3,3,11,11,4,6,2,2,3,5,5,5,4,6,7,15,24,5
3,25,1,0,0,0,0,0,0,1,0,12,4,6,2,8,86,12,12,1,6,6,12,4,8,0,0,14,12,12,16,2,2,2,4,4,4,4,6,16,60,40,4
2,25,1,0,0,0,0,0,0,1,0,12,4,6,1,6,32,10,12,2,6,4,10,6,8,4,2,10,12,12,14,2,2,2,4,4,4,4,6,4,54,36,3
1,25,1,0,0,0,0,0,0,1,0,6,2,4,1,6,8,10,10,1,8,8,12,2,10,4,4,6,4,12,18,4,2,8,10,4,4,6,8,8,8,22,3
3,25,1,0,0,0,0,0,0,1,0,6,2,4,1,6,52,12,12,1,6,4,10,0,12,2,2,8,6,12,18,2,2,8,8,6,6,6,8,8,24,38,4
1,25,1,0,0,0,0,0,0,1,0,12,2,6,1,8,13,8,8,1,4,4,6,6,7,8,2,10,11,6,8,2,2,2,4,4,6,3,5,15,28,29,3
2,25,1,0,0,0,0,0,0,1,0,9,2,6,1,6,9,9,8,1,6,5,8,8,6,7,3,9,8,9,11,2,2,5,6,5,5,5,7,11,22,32,3
1,16,0,0,0,2,0,0,0,1,0,12,2,9,1,6,21,9,8,1,5,5,6,10,5,8,3,12,13,4,5,2,2,0,2,8,8,2,4,8,4,30,3
1,25,0,0,0,0,3,0,0,1,0,6,2,4,1,4,10,8,12,1,6,4,12,4,8,8,4,10,10,6,8,2,2,6,8,6,6,8,10,22,34,32,9
3,25,1,0,0,0,0,0,0,1,1,11,2,6,1,9,10,9,9,1,6,6,10,9,5,8,3,8,4,12,14,2,2,3,5,4,5,5,7,20,18,27,4
1,0,0,0,0,0,3,0,0,1,0,12,2,10,1,6,10,10,12,1,7,7,11,1,11,4,2,12,12,0,2,2,2,0,2,9,10,3,5,0,0,20,3
1,22,0,0,0,2,0,0,0,1,0,12,2,8,1,6,10,10,12,1,6,4,8,16,0,6,2,12,12,8,10,2,2,4,6,6,6,4,6,8,8,10,3
3,25,1,0,0,0,0,0,0,1,0,12,2,10,3,10,64,12,12,1,6,8,12,8,6,0,2,12,12,8,10,2,2,2,4,6,6,6,8,8,0,58,4
1,25,1,0,0,0,0,0,0,1,0,12,2,8,1,8,26,12,12,1,8,6,12,4,8,2,2,12,14,12,18,2,2,2,4,6,6,4,6,18,4,34,3
3,25,1,0,0,0,0,0,0,1,0,12,2,4,2,6,103,10,12,1,6,6,8,4,8,2,2,6,6,12,17,2,2,8,10,4,4,6,8,15,14,26,4
1,25,1,0,0,0,0,0,0,1,0,12,2,8,1,6,12,10,12,1,8,8,12,0,12,4,4,10,18,12,18,4,4,8,10,4,4,6,8,18,30,54,3
3,25,1,0,0,0,0,0,0,1,1,12,2,8,1,6,40,10,11,1,6,6,10,9,5,6,2,11,11,5,7,2,2,0,2,8,8,4,6,12,10,35,4
1,25,1,0,0,0,0,0,0,1,0,12,3,7,1,7,20,10,12,1,6,5,11,5,7,5,3,14,15,9,11,4,2,4,6,5,5,5,7,21,16,34,3
1,25,1,0,0,0,0,0,0,1,0,12,2,8,1,6,12,10,8,1,6,6,10,8,6,6,2,8,4,12,18,4,2,6,8,6,6,6,8,12,16,28,3
1,25,1,0,0,0,0,0,0,1,0,12,4,8,2,4,32,11,12,1,6,6,12,4,9,1,1,12,12,8,10,3,3,3,5,6,6,4,6,5,17,47,7
1,25,0,0,0,0,3,0,0,1,0,12,2,6,1,4,4,8,8,1,8,8,14,2,10,8,6,12,12,12,14,2,2,2,4,6,6,4,6,12,0,28,3
3,25,1,0,0,0,0,0,0,1,0,12,2,6,1,6,35,10,12,1,6,6,8,1,11,2,0,8,12,7,9,2,2,4,6,6,4,7,9,21,12,40,7
4,25,1,0,0,0,0,0,0,1,0,12,2,7,1,7,15,10,12,1,6,6,11,7,6,3,2,9,5,11,15,4,3,6,8,5,5,5,7,19,15,31,5
3,25,1,0,0,0,0,0,0,1,0,12,4,6,2,2,19,12,12,1,6,6,12,0,10,0,0,10,12,12,19,2,2,6,8,6,6,6,8,17,20,31,7
2,25,1,0,0,0,0,0,0,1,0,12,2,6,1,8,41,10,12,1,6,4,10,15,1,5,2,14,14,2,4,3,2,2,4,4,4,4,6,17,5,64,3
1,25,1,0,0,0,0,0,0,1,0,6,2,6,1,6,12,10,12,1,6,4,12,0,10,2,2,8,6,8,10,2,2,4,6,4,2,4,6,8,8,68,3
2,44,1,0,0,0,0,0,0,1,0,2,2,6,1,3,23,12,12,1,6,8,10,1,10,2,0,4,4,12,11,2,2,2,4,4,4,4,6,15,7,28,3
3,22,1,0,0,0,0,0,0,1,0,12,2,8,1,8,15,10,11,1,6,6,10,10,4,7,2,10,10,4,5,2,2,0,2,7,7,3,5,16,0,24,7
3,44,1,0,0,0,0,0,0,1,0,12,2,4,1,5,25,11,12,2,7,7,12,5,9,3,3,8,9,12,15,2,2,2,4,5,4,4,6,17,7,24,7
2,43,1,0,0,0,0,0,0,1,1,2,2,8,1,2,20,12,12,1,6,8,12,12,4,2,0,4,4,12,10,2,2,4,6,6,6,4,6,30,8,48,3
2,43,1,0,0,0,0,0,0,1,1,12,2,6,1,3,28,12,12,1,6,4,12,1,11,2,0,8,4,12,17,2,2,5,7,4,4,6,8,22,11,73,3
2,43,1,0,0,0,0,0,0,1,0,12,2,4,1,2,28,12,12,1,6,4,10,4,8,2,2,4,6,8,10,2,2,2,4,4,4,4,6,30,2,36,3
2,44,1,0,0,0,0,0,0,1,0,12,2,10,1,2,18,12,12,1,6,6,10,6,6,2,0,4,4,12,18,2,2,4,6,4,4,6,8,32,6,44,3
2,43,1,0,0,0,0,0,0,1,1,12,2,10,1,2,22,12,12,1,6,6,10,8,6,2,0,6,6,12,12,2,2,4,6,4,4,8,10,28,16,54,3
2,43,1,0,0,0,0,0,0,1,1,12,2,4,1,4,44,12,12,1,6,8,12,10,4,2,0,4,4,12,16,2,2,4,6,4,4,2,4,28,24,38,3
3,39,1,0,0,0,0,0,0,1,0,12,2,8,1,4,24,12,12,1,6,8,12,10,4,3,2,14,14,12,8,2,2,4,6,6,6,4,6,18,2,44,4
3,39,1,0,0,0,0,0,0,1,0,12,2,6,2,8,28,11,11,1,6,5,9,8,6,3,1,12,12,2,4,2,2,2,4,6,6,3,5,11,16,26,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,6,6,54,12,12,2,6,8,12,0,10,0,2,12,12,12,16,2,2,6,8,6,6,6,8,14,8,58,4
3,39,1,0,0,0,0,0,0,1,1,12,2,8,4,4,64,8,6,1,4,2,4,10,6,8,2,14,14,12,12,2,2,4,6,6,6,4,6,20,2,58,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,2,6,74,12,12,1,6,8,10,4,8,4,0,12,12,12,10,2,2,4,6,6,6,4,6,12,4,50,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,2,6,60,12,12,1,6,4,10,2,8,0,0,14,14,6,8,2,2,2,4,6,6,6,8,16,4,54,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,3,4,48,12,12,1,6,8,12,6,6,2,0,16,18,12,14,2,2,2,4,6,6,4,6,22,30,64,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,2,4,40,12,12,1,6,6,12,4,8,2,0,14,14,6,8,2,2,0,2,6,6,4,6,22,8,66,4
3,39,1,0,0,0,0,0,0,1,0,12,4,6,4,2,32,12,12,1,6,4,8,0,10,2,0,14,14,12,18,2,2,6,8,4,4,4,6,16,38,60,4
3,36,1,0,0,0,0,0,0,1,1,12,4,6,6,4,28,12,12,1,6,7,11,0,13,2,2,14,14,8,10,2,2,3,5,5,6,3,5,17,43,31,4
3,39,1,0,0,0,0,0,0,1,0,14,2,10,2,6,22,11,12,1,6,7,9,4,7,4,1,13,14,6,5,2,2,0,2,7,8,3,5,12,0,42,4
3,39,1,0,0,0,0,0,0,1,0,12,2,10,2,5,35,12,12,1,6,4,10,4,8,3,0,12,12,11,12,2,2,2,4,8,8,2,4,13,13,50,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,2,4,28,10,12,1,6,4,8,12,4,4,0,14,12,6,8,2,2,2,4,6,6,2,4,14,6,54,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,4,4,54,12,12,1,6,8,10,0,12,2,0,14,14,12,16,2,2,2,4,6,6,4,6,20,22,44,4
3,26,1,0,0,0,0,0,0,1,1,12,2,6,3,5,39,11,12,1,6,5,10,1,9,1,2,13,14,12,16,2,2,3,5,6,6,4,6,22,23,34,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,3,4,70,12,12,1,6,8,10,2,8,2,0,14,14,12,10,2,2,2,4,6,6,4,6,20,12,50,4
2,39,1,0,0,0,0,0,0,1,0,14,2,8,2,4,26,12,12,1,8,8,14,0,10,2,2,14,14,12,14,2,2,2,4,6,6,4,6,20,4,62,3
3,39,1,0,0,0,0,0,0,1,0,14,2,8,3,6,40,12,12,1,8,8,12,0,10,2,2,12,14,12,12,2,2,4,6,6,6,4,6,18,8,46,4
3,39,1,0,0,0,0,0,0,1,0,14,2,8,2,8,54,12,12,1,6,6,10,4,8,2,2,12,14,12,12,2,2,4,6,6,6,6,8,14,4,48,4
3,39,1,0,0,0,0,0,0,1,0,14,2,10,3,2,22,12,12,1,6,6,10,2,8,2,2,14,14,2,4,2,2,2,4,6,6,4,6,6,4,48,4
3,39,1,0,0,0,0,0,0,1,1,14,2,8,2,6,96,12,12,2,6,4,10,2,10,0,2,8,4,12,16,2,2,4,6,6,6,6,8,20,6,52,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,4,2,32,10,12,1,4,2,6,12,2,4,0,14,14,12,10,2,2,0,2,6,8,4,6,18,0,34,4
