damage_qty,location,erosion,coat_protection,laminate_vis_dry_dam,crack/bonding,lightning/impact,surface/deflector,hole,other[1_2],num_desc,continuous,out_hue_mode,out_sat_mode,out_brt_mode,coverage,asp_ratio,deg_avg,deg_mode,edge,edgelen_avg,edgelen_mode,sc_edge_ratio,sc_follow_turn,sc_reverse_turn,sc_small_turn,hue_avg,hue_mode,hue_range,hue_uni,sat_avg,sat_mode,sat_range,sat_uni,brt_avg,brt_mode,brt_range,brt_uni,hue_outin,sat_outin,brt_outin,size,windtex
1,42.0,0,2,1,0,0,0,0,0,3,0,4,2,4,6,4,10,12,126,8,8,14,4,10,4,6,4,12,18,2,2,6,8,4,4,6,8,6,24,34,2.4658,1.0
2,44.0,3,2,0,0,0,0,0,0,2,1,4,2,10,8,6,10,12,258,8,8,12,4,10,4,8,4,12,18,2,2,8,10,4,4,8,10,4,20,52,103.1927,1.5
8,35.0,3,0,0,0,0,0,0,0,1,1,6,2,7,8,5,10,11,111,8,7,14,4,9,1,6,6,7,9,2,2,8,9,6,5,7,9,8,3,40,58.726699999999994,3.0
2,40.0,0,2,0,0,0,0,0,0,1,1,6,2,8,8,4,10,12,98,8,8,14,4,10,0,4,4,5,6,2,2,2,4,6,6,6,8,20,5,49,25.6883,1.5
2,43.0,3,2,0,0,0,0,0,0,2,1,11,2,4,8,7,10,10,205,6,6,12,4,10,4,4,4,12,17,2,2,8,10,4,4,8,10,18,19,32,151.5464,1.5
8,32.0,3,0,0,0,0,0,0,0,1,1,9,2,6,6,7,11,12,138,8,7,14,2,11,3,9,9,11,13,2,2,5,7,4,4,5,7,10,13,41,4264.8308,0.5
4,39.0,0,2,0,0,0,0,0,0,1,1,6,2,6,6,6,10,12,125,8,8,14,2,10,2,4,4,11,14,2,2,4,6,4,4,7,9,15,19,22,492.0766000000001,1.5
4,43.0,3,0,0,0,0,0,0,0,1,1,4,2,6,6,12,10,12,182,8,8,14,4,10,2,4,4,2,4,2,2,6,8,6,6,8,10,2,14,16,20.9937,1.5
1,36.0,0,1,1,0,0,0,0,0,2,0,10,2,8,7,3,10,9,27,8,7,14,8,7,4,10,10,1,3,2,2,0,2,6,7,4,6,10,0,27,9.859499999999999,0.2
4,39.0,0,2,0,0,0,0,0,0,1,0,6,2,6,6,3,10,12,70,7,8,13,5,9,3,5,5,12,12,2,2,3,5,5,5,7,9,10,18,25,2546.8563,1.5
4,43.0,3,2,1,0,0,0,0,0,3,1,10,2,2,4,9,10,12,85,8,8,14,1,12,2,6,3,12,13,2,2,6,8,4,4,4,6,15,7,26,74.2898,1.5
1,39.0,0,0,0,0,0,0,1,0,1,0,12,2,10,8,2,10,12,64,8,8,12,10,4,2,6,2,12,16,2,2,8,10,2,2,8,10,24,16,76,4.4684,0.6
1,43.0,0,1,1,0,0,0,0,0,2,1,12,2,6,8,12,10,12,62,6,6,10,4,10,4,12,12,12,18,2,2,8,10,4,2,8,10,6,10,38,210.3361,1.0
1,28.0,0,1,0,0,0,0,0,0,1,1,12,2,8,8,4,10,12,197,8,8,12,6,8,2,12,12,12,14,2,2,6,8,8,8,8,10,6,21,27,18.211599999999997,0.5
3,42.0,0,2,1,0,0,0,0,0,3,1,9,2,7,8,4,10,12,107,6,7,12,3,9,2,7,8,12,18,2,2,3,5,6,7,7,9,12,21,32,431.1467,1.5
1,44.0,2,0,0,0,0,0,0,0,1,1,12,2,2,6,4,10,12,179,6,8,12,2,10,2,8,10,12,17,2,2,8,10,4,2,8,10,9,36,19,96.75619999999999,1.0
1,39.0,0,0,0,0,0,0,1,0,1,0,2,2,10,8,2,12,12,34,8,8,14,6,6,0,6,2,12,18,2,2,8,10,2,2,8,10,6,18,78,3.6813,0.6
3,43.0,0,2,0,0,0,0,0,0,1,0,6,2,4,6,6,10,12,235,8,8,12,5,9,4,4,4,11,14,2,2,7,9,4,4,7,9,16,5,30,45.496,1.5
1,44.0,2,0,0,0,0,0,0,0,1,1,12,2,2,8,6,10,12,238,8,8,14,4,8,4,4,4,12,18,2,2,8,10,4,4,8,10,24,24,32,123.52,1.0
6,38.0,0,2,0,0,0,0,0,0,1,1,10,2,6,6,4,10,11,100,8,8,13,4,11,4,10,10,11,13,2,2,1,3,4,5,4,6,8,10,38,228.96099999999998,2.0
1,41.2,2,2,0,0,0,0,0,0,2,1,12,2,4,10,4,10,12,102,6,6,12,4,10,0,8,6,8,10,2,2,2,4,4,4,4,6,16,16,41,92.11250000000001,1.0
1,44.0,3,2,0,0,0,0,0,0,2,0,5,2,5,8,7,10,12,40,8,8,13,6,9,2,7,4,11,15,2,2,2,4,5,4,7,9,13,5,23,13.556000000000001,0.2
1,44.0,0,0,2,0,0,0,0,0,1,0,14,2,6,6,4,10,12,300,8,8,14,4,8,4,4,4,12,14,2,2,4,6,6,6,6,8,18,0,36,5.7869,1.0
1,44.0,0,0,0,0,0,1,0,0,1,0,8,2,7,7,4,10,12,16,8,7,14,9,5,2,8,8,1,3,2,2,5,6,4,4,7,9,5,6,59,2.9241,0.1
6,38.0,0,2,0,0,0,0,0,0,1,0,7,2,7,6,6,10,11,54,8,7,14,5,9,2,6,7,8,10,2,2,2,4,6,5,5,7,12,13,37,64.3317,2.0
1,36.7,0,1,1,0,0,0,0,0,2,0,12,2,6,6,6,10,10,280,8,8,14,4,10,4,10,12,12,14,2,2,2,4,4,4,6,8,16,4,70,17.6612,0.2
4,40.0,0,2,0,0,0,0,0,0,1,1,10,3,5,8,3,10,12,34,7,7,12,2,10,3,10,10,6,7,2,2,3,5,4,4,6,8,7,15,35,252.8767,2.0
1,44.0,2,2,0,0,0,0,0,0,3,0,4,2,4,6,4,10,12,156,8,8,14,4,10,2,4,4,12,14,2,2,6,8,4,4,8,10,4,8,30,4.6716,1.0
1,44.0,2,2,0,0,0,0,0,0,2,1,12,2,10,4,8,10,12,54,8,8,14,0,10,2,6,6,6,8,2,2,2,4,6,6,6,8,22,6,46,17.4876,0.5
5,35.0,2,0,0,0,0,0,0,0,1,1,12,2,8,7,6,10,12,31,8,7,13,6,8,3,11,12,4,5,2,2,1,3,8,7,6,8,6,0,21,21.9501,0.4
5,42.0,3,0,0,0,0,0,0,0,1,1,11,2,6,7,8,10,12,239,8,7,14,4,10,4,6,5,11,16,2,2,5,6,5,6,6,8,17,4,33,155.36360000000002,2.0
5,34.0,2,0,0,0,0,0,0,0,1,1,12,2,6,6,10,10,12,106,8,8,14,0,12,2,12,12,6,8,2,2,4,6,6,6,6,8,4,0,34,48.2404,0.4
5,40.0,3,0,0,0,0,0,0,0,1,1,7,2,6,7,7,10,11,296,8,7,13,6,9,3,5,5,12,16,2,2,5,7,4,4,6,8,18,18,25,151.4389,2.0
5,35.0,2,0,0,0,0,0,0,0,1,1,11,2,8,6,11,11,11,106,8,8,14,1,12,1,10,12,7,10,2,2,3,5,7,8,8,10,7,0,22,223.10950000000003,0.4
5,42.0,3,2,0,0,0,0,0,0,3,1,4,2,7,6,6,10,12,144,7,8,13,4,9,2,4,4,11,12,2,2,4,6,5,6,7,9,13,15,28,243.87330000000003,2.0
4,44.0,0,0,0,0,1,0,0,0,1,1,12,2,7,5,7,10,12,274,8,8,13,4,10,4,7,6,12,17,2,2,8,10,5,5,7,9,16,18,39,70.764,4.0
2,38.0,0,2,0,0,0,0,0,0,2,1,7,2,7,5,4,10,12,62,7,7,13,5,8,3,7,7,9,11,2,2,5,7,5,5,7,9,10,9,35,125.08680000000001,3.0
2,41.0,0,2,0,0,0,0,0,0,1,1,11,2,4,6,4,10,12,326,8,8,12,6,8,2,8,4,11,16,2,2,4,6,6,4,8,10,18,31,15,74.127,1.5
2,44.0,3,2,0,0,0,0,0,0,2,1,6,2,7,7,5,10,10,121,8,7,13,2,11,4,6,6,11,13,2,2,7,9,4,4,6,8,15,20,44,4.9805,1.5
5,32.0,0,1,1,0,0,0,0,0,2,0,7,2,8,7,3,10,11,139,8,8,14,3,11,3,6,3,12,15,2,2,5,7,4,3,8,10,9,3,58,1.1548,0.5
3,39.0,0,2,0,0,0,0,0,0,1,1,10,2,6,9,4,10,12,52,7,6,12,7,7,4,7,10,11,16,2,2,2,4,6,6,8,10,11,15,15,306.6937,1.5
1,43.0,0,1,1,0,0,0,0,0,2,0,6,2,8,6,4,10,10,182,8,8,12,4,10,4,6,6,12,14,2,2,2,4,6,6,8,10,12,0,50,1.5095,1.0
5,44.0,3,0,0,0,0,0,0,0,1,1,8,2,9,8,4,10,11,96,7,8,13,7,7,3,5,5,12,17,2,2,4,6,5,6,8,10,23,10,42,431.76489999999995,2.0
5,40.0,2,2,0,0,0,0,0,0,3,1,6,2,7,6,4,10,12,134,8,8,13,3,10,4,4,4,12,13,2,2,5,7,5,6,7,9,15,10,32,159.4673,2.0
2,35.0,0,1,1,0,0,0,0,0,2,0,5,2,6,7,5,9,9,76,8,9,14,5,10,5,5,5,2,3,2,2,4,6,4,2,5,7,3,9,62,3.2476,0.3
1,39.0,0,2,0,0,0,0,0,0,1,0,11,2,4,8,4,10,12,55,6,8,12,0,12,4,11,11,11,8,2,2,2,4,4,4,8,10,4,7,23,59.5273,1.0
3,43.0,3,0,0,0,0,0,0,0,1,1,4,2,6,5,6,10,12,123,7,7,12,2,11,3,4,4,10,9,4,4,7,9,4,3,6,8,11,42,38,133.02929999999998,2.0
5,28.0,0,1,1,0,0,0,0,0,2,0,12,2,7,8,4,10,9,57,8,8,14,6,8,4,10,10,3,5,2,2,2,4,4,4,5,7,10,6,58,2.4993999999999996,0.5
5,33.0,2,0,0,0,0,0,0,0,1,1,12,2,6,6,6,10,12,86,6,8,12,2,10,2,10,12,12,13,2,2,2,4,4,4,6,8,15,4,48,441.55280000000005,0.5
5,42.0,0,1,1,0,0,0,0,0,2,0,4,2,8,7,4,10,10,43,8,7,13,7,7,4,5,4,4,4,2,2,2,4,4,4,6,8,3,2,63,1.0395,0.5
2,43.0,3,0,0,0,0,0,0,0,1,1,10,2,6,7,6,10,12,138,6,6,12,2,10,4,6,4,10,15,2,2,7,9,4,4,8,10,16,18,34,229.8735,2.0
5,24.0,0,1,1,0,0,0,0,0,2,0,11,2,8,7,4,10,11,54,8,7,13,6,8,3,11,11,2,4,2,2,8,10,3,2,7,9,1,27,68,2.5439,0.4
5,30.0,2,0,0,0,0,0,0,0,1,1,12,2,6,7,5,10,12,124,8,8,14,2,11,3,11,11,10,9,2,2,6,8,4,4,6,8,8,4,40,75.89730000000002,0.4
2,42.0,0,2,0,0,0,0,0,0,1,1,6,2,7,5,10,9,10,175,8,8,13,3,10,5,5,5,9,9,2,2,4,6,4,4,6,8,13,13,52,33.972300000000004,2.0
2,44.0,3,0,0,0,0,0,0,0,1,1,12,2,2,6,14,10,8,474,8,8,12,6,10,4,6,6,12,16,2,2,8,10,2,2,6,8,20,14,16,74.4697,0.4
5,35.0,2,0,0,0,0,0,0,0,1,1,7,2,6,6,10,10,12,67,8,8,14,0,12,1,8,7,9,11,2,2,5,7,6,6,7,9,7,0,21,95.6113,0.5
2,39.0,0,2,0,0,0,0,0,0,1,0,11,2,8,7,4,10,12,72,6,7,12,5,9,3,7,8,12,17,2,2,5,6,6,6,8,10,13,12,37,210.03830000000002,2.0
2,44.0,0,1,1,0,0,0,0,0,2,0,11,2,6,5,6,10,12,155,6,8,12,4,10,2,6,4,10,16,4,4,7,9,4,4,6,8,16,28,28,18.1423,0.5
6,30.0,2,0,0,0,0,0,0,0,1,1,10,2,8,6,7,11,11,33,8,8,14,1,10,2,6,6,10,15,2,2,2,4,8,8,6,8,16,25,28,174.0696,0.5
4,39.0,0,2,0,0,0,0,0,0,1,1,11,2,8,9,6,10,12,85,7,8,12,2,10,3,6,5,12,17,2,2,5,7,6,7,7,9,16,35,30,579.1713,2.5
3,34.0,2,0,0,0,0,0,0,0,1,1,6,2,8,6,4,10,10,35,8,8,14,5,8,3,5,6,3,5,2,2,2,3,8,8,7,9,9,0,20,18.162600000000005,0.4
3,34.0,2,1,1,0,0,0,0,0,3,0,11,2,8,6,8,10,11,62,7,6,13,3,10,4,10,11,3,5,2,2,3,5,6,7,8,10,5,2,37,1.7159000000000002,0.4
4,39.0,0,2,0,0,0,0,0,0,1,1,8,4,5,7,5,10,12,85,8,8,12,2,10,4,7,8,12,17,2,2,6,8,6,5,8,10,17,30,26,117.75550000000001,2.0
1,44.0,0,0,0,0,0,1,0,0,1,0,12,2,7,6,4,10,11,34,8,9,14,8,5,2,11,13,8,10,2,2,2,3,6,6,3,5,7,3,43,2.2479,0.1
2,30.0,0,0,2,0,0,0,0,0,1,1,12,2,7,4,8,10,12,242,8,7,12,3,10,4,11,13,9,13,2,2,6,8,6,6,7,9,11,6,41,6.7085,1.0
3,35.0,2,0,0,0,0,0,0,0,1,1,7,2,8,6,6,10,11,91,8,8,14,3,9,2,7,6,10,13,2,2,3,5,7,8,7,9,12,5,20,41.294000000000004,0.5
1,35.0,0,0,3,0,0,0,0,0,1,0,6,2,8,8,7,10,9,24,7,7,13,7,6,3,7,6,4,6,2,2,0,2,6,5,4,6,6,1,44,0.6127000000000001,0.5
2,42.0,2,2,0,0,0,0,0,0,2,1,11,2,9,7,4,10,11,139,6,8,12,4,10,3,6,6,12,17,2,2,7,9,6,6,8,10,19,37,28,270.00649999999996,2.0
2,11.0,0,0,2,0,0,0,0,0,1,0,12,2,8,7,7,10,10,67,8,7,14,6,8,3,12,12,1,3,2,2,6,8,5,5,7,9,1,25,59,6.2039,1.0
5,25.0,2,0,0,0,0,0,0,0,1,1,9,3,5,7,5,10,10,103,8,8,14,5,8,4,10,9,7,10,3,3,7,9,4,4,6,8,5,15,39,60.275400000000005,1.0
3,41.0,0,1,1,0,0,0,0,0,2,1,9,3,8,8,4,10,11,153,7,7,13,5,9,3,9,9,12,14,2,2,6,8,4,4,8,10,10,24,39,179.4717,2.0
5,30.0,2,0,0,0,0,0,0,0,1,0,12,3,6,7,4,10,10,45,8,7,14,5,9,2,12,12,6,9,4,4,7,9,3,2,5,7,5,41,65,1.1475,0.5
5,35.0,2,0,0,0,0,0,0,0,1,1,12,3,5,7,6,10,12,60,8,8,14,7,8,2,10,12,7,11,3,3,8,10,6,7,7,9,5,13,24,37.217,0.5
1,40.0,0,1,1,0,0,0,0,0,2,0,6,2,8,6,6,10,12,42,8,8,14,4,8,2,8,6,6,8,2,2,4,6,4,4,4,6,6,20,48,0.0589,0.5
3,42.0,2,2,0,0,0,0,0,0,2,1,9,2,6,6,3,10,11,199,8,8,12,4,10,4,8,9,12,16,2,2,6,8,4,3,7,9,9,23,34,321.7347,2.0
5,35.0,2,0,0,0,0,0,0,0,1,1,12,2,6,6,10,10,12,112,8,8,16,4,10,2,10,10,6,8,2,2,2,4,6,8,6,8,10,8,12,55.7935,0.5
1,39.0,0,0,0,0,0,0,1,0,1,0,12,2,8,8,2,12,12,46,8,8,14,8,6,0,6,2,12,14,2,2,8,10,2,2,8,10,22,12,76,4.6977,1.0
3,40.0,0,2,0,0,0,0,0,0,1,1,11,2,7,7,6,10,12,136,7,8,12,4,10,3,10,12,11,17,2,2,2,4,5,4,6,8,11,11,42,471.99029999999993,2.0
1,44.0,0,1,1,0,0,0,0,0,2,1,4,2,8,5,3,10,12,117,8,8,14,5,9,2,4,4,9,10,4,4,7,9,5,5,7,9,12,48,41,26.974800000000002,0.3
5,30.0,2,0,0,0,0,0,0,0,1,1,9,2,6,7,9,11,12,93,8,8,14,2,10,1,6,6,7,9,2,2,8,10,6,7,8,10,12,5,30,89.0831,0.5
5,41.0,3,2,0,0,0,0,0,0,2,1,6,2,5,7,7,10,11,153,8,7,13,3,9,3,5,5,8,11,3,3,4,6,6,7,7,9,12,26,47,235.04520000000002,2.5
1,9.0,0,0,0,0,0,0,0,0,1,0,12,2,8,10,12,8,6,8,4,4,4,18,0,10,4,4,12,18,6,8,8,10,4,4,6,8,24,60,62,23.0026,0.3
5,30.0,2,0,0,0,0,0,0,0,1,1,12,2,8,6,6,10,12,53,6,6,10,-6,16,2,8,6,12,16,2,2,4,6,6,6,8,10,26,39,40,765.8222000000001,1.0
5,41.0,3,2,0,0,0,0,0,0,2,1,8,2,5,6,8,10,10,249,8,8,14,4,10,3,5,5,10,14,2,2,5,7,5,5,6,8,19,16,45,68.9157,2.5
5,30.0,2,0,0,0,0,0,0,0,1,1,12,2,8,3,5,10,12,55,7,7,13,-1,11,3,9,9,7,9,2,2,7,7,5,5,6,8,23,7,51,297.88649999999996,0.3
1,40.0,0,1,0,0,0,0,0,0,1,0,6,2,8,8,4,10,12,48,8,8,14,4,8,0,6,6,2,4,2,2,0,2,8,8,4,6,6,0,2,3.3959,1.0
5,41.0,3,2,0,0,0,0,0,0,2,1,11,2,8,6,4,10,12,247,8,8,14,5,10,4,6,6,10,16,2,2,4,6,4,4,8,10,25,18,47,203.5375,2.5
5,30.0,2,0,0,0,0,0,0,0,1,1,10,2,6,7,8,10,11,179,8,8,14,2,11,3,10,10,6,8,3,2,8,10,5,5,8,10,4,17,38,26.8516,0.5
1,40.0,0,0,3,0,0,0,0,0,1,0,12,2,8,6,4,10,10,202,8,8,14,4,10,2,12,12,12,18,2,2,8,10,6,6,8,10,8,16,68,0.9357,1.0
3,42.0,2,2,0,0,0,0,0,0,2,1,10,2,7,6,4,10,11,99,7,7,13,5,8,3,8,6,10,15,2,2,3,5,4,4,6,8,7,7,39,22.7773,2.0
1,4.0,0,1,0,0,0,0,0,0,1,0,12,4,10,6,4,10,12,86,8,8,14,4,10,4,12,12,0,2,4,4,6,8,8,8,6,8,0,4,31,16.2527,0.3
2,9.0,0,0,0,0,0,0,0,0,1,0,12,4,10,8,16,8,6,8,2,2,2,20,0,10,8,12,12,18,4,4,8,10,6,6,8,10,18,38,54,135.5883,0.5
5,35.0,2,0,0,0,0,0,0,0,1,1,12,3,6,6,12,10,12,91,8,8,14,2,11,2,12,12,4,6,3,3,8,10,5,5,6,8,0,21,30,192.4898,0.5
4,40.0,0,0,3,0,0,0,0,0,1,0,10,2,8,6,4,10,9,113,8,8,14,4,10,4,9,10,10,8,2,2,2,4,6,6,8,10,6,4,64,0.9907999999999999,0.5
3,42.0,3,2,0,0,0,0,0,0,2,1,12,3,6,6,5,10,11,79,8,8,14,4,10,3,10,10,9,12,4,4,6,8,4,4,7,9,5,19,36,104.7852,2.0
1,5.0,0,1,0,0,0,0,0,0,1,1,12,4,9,7,7,10,12,36,8,8,14,6,8,2,12,12,0,2,4,4,2,4,9,9,5,7,0,0,17,23.5759,0.5
5,35.0,2,0,0,0,0,0,0,0,1,1,12,2,4,4,8,10,12,72,8,8,14,0,12,2,12,12,6,8,4,2,8,10,4,4,8,10,4,4,32,201.263,0.5
3,42.0,3,2,0,0,0,0,0,0,2,1,12,4,9,7,4,10,12,96,7,7,13,3,11,4,10,12,12,18,2,2,7,9,6,5,8,10,14,31,37,998.7775999999999,2.0
2,9.0,0,0,0,0,0,0,0,0,1,0,12,2,8,10,14,8,6,8,4,4,2,20,0,10,6,6,12,16,2,2,4,6,6,6,6,8,26,20,60,59.4828,0.3
2,26.0,0,0,2,0,0,0,0,0,1,0,12,2,7,7,5,10,11,113,8,7,13,4,10,2,12,12,12,15,3,2,8,10,3,3,7,9,6,21,60,1.4918,0.3
5,30.0,2,0,0,0,0,0,0,0,1,1,12,3,5,8,4,10,11,35,7,7,12,8,7,2,11,11,9,12,4,3,6,8,5,4,7,9,9,19,29,25.2949,0.5
2,42.0,3,2,0,0,0,0,0,0,3,1,9,2,4,8,5,8,7,21,6,6,12,10,5,6,9,9,12,17,2,2,6,8,5,5,8,10,11,11,51,196.7224,2.5
2,9.0,0,0,0,0,0,0,0,0,1,0,12,2,8,10,14,8,8,8,4,4,2,20,0,4,6,4,12,18,4,4,6,8,6,6,6,8,28,48,62,22.5763,0.3
5,25.0,0,1,0,0,0,0,0,0,1,0,10,2,6,7,4,10,10,59,8,9,14,8,7,3,11,11,4,6,3,3,7,9,4,2,5,7,9,42,70,1.6159000000000001,0.4
5,30.0,3,0,0,0,0,0,0,0,1,1,12,3,5,8,4,9,10,228,8,8,13,5,10,4,7,7,11,15,2,2,6,8,6,7,8,10,16,29,29,85.5536,2.5
2,42.0,3,2,0,0,0,0,0,0,3,1,12,3,2,6,5,10,12,146,7,8,13,5,9,3,9,10,12,17,2,2,8,10,4,2,8,10,9,30,20,120.94409999999999,2.0
5,24.0,0,1,1,0,0,0,0,0,2,0,12,2,6,8,3,10,10,52,8,8,14,7,7,2,12,12,4,6,4,4,8,10,3,2,4,6,5,47,62,28.6462,0.5
5,32.0,2,0,0,0,0,0,0,0,1,1,12,2,9,8,7,10,11,121,8,8,13,1,12,2,10,10,10,15,2,2,8,10,4,4,8,10,9,12,38,402.01950000000005,0.5
2,42.0,3,2,3,0,0,0,0,0,3,1,9,2,6,6,4,10,11,86,7,7,12,2,10,4,6,4,11,16,2,2,6,8,4,4,7,9,13,19,38,65.223,2.0
1,9.0,0,0,0,0,0,0,0,0,1,0,12,2,8,10,10,8,6,8,4,4,4,18,0,10,4,4,12,18,2,2,2,4,4,4,6,8,24,2,70,35.4876,0.3
1,13.0,0,0,2,0,0,0,0,0,1,0,12,2,8,8,4,10,12,76,8,8,12,10,6,2,10,12,12,16,2,2,8,10,4,4,8,10,8,24,66,0.3601,1.0
5,30.0,3,1,1,0,0,0,0,0,3,1,12,2,6,7,8,10,11,73,8,8,14,7,7,1,12,12,5,7,2,2,8,10,4,5,6,8,5,12,30,28.9118,0.3
5,42.0,2,2,0,0,0,0,0,0,2,1,12,2,8,7,5,10,11,140,8,8,14,2,12,3,9,12,12,17,2,2,6,8,4,4,7,9,10,27,27,239.0983,2.5
5,32.0,2,0,0,0,0,0,0,0,1,1,12,4,6,6,6,10,12,47,6,6,12,0,12,2,12,11,5,8,2,2,5,6,4,4,4,6,3,37,52,439.9809,0.3
5,42.0,3,2,3,0,0,0,0,0,3,1,9,2,8,6,5,10,12,137,8,8,13,3,10,3,6,4,11,17,2,2,6,8,5,5,8,10,14,20,36,318.3326,2.5
5,25.0,2,0,0,0,0,0,0,0,1,1,12,2,6,7,12,10,12,75,8,8,14,2,10,2,11,12,10,13,2,2,6,8,5,5,6,8,8,8,37,163.8196,0.5
1,39.0,0,0,0,0,0,0,1,0,1,0,12,2,8,8,2,12,12,24,8,10,16,20,0,0,6,4,12,18,2,2,8,10,2,2,8,10,12,28,78,4.964,1.0
5,41.0,3,2,0,0,0,0,0,0,3,1,8,4,9,6,9,10,11,154,7,8,13,-1,13,2,8,8,9,13,3,3,5,7,5,5,6,8,7,39,45,208.52749999999997,2.5
1,9.0,0,0,0,0,0,0,0,0,1,0,4,2,8,10,6,8,8,8,4,4,6,20,0,4,4,4,12,8,4,4,4,6,6,6,8,10,20,60,70,40.0754,0.4
6,28.0,2,0,0,0,0,0,0,0,1,1,12,2,6,8,11,10,12,45,7,8,13,1,10,2,10,12,6,8,2,2,6,8,5,5,6,8,12,18,38,228.27949999999998,1.0
3,40.0,0,2,0,0,0,0,0,0,1,1,5,2,6,5,6,10,12,134,8,8,13,3,11,4,6,6,12,14,3,3,6,8,4,4,7,9,13,25,30,106.2504,1.5
3,44.0,3,2,0,0,0,0,0,0,2,1,4,2,8,6,12,10,12,148,8,8,14,4,10,4,4,4,12,18,4,4,6,8,6,6,8,10,16,24,34,81.8446,1.5
1,9.0,0,0,0,0,0,0,0,0,1,0,4,2,8,6,8,8,8,12,4,2,6,8,6,4,4,4,12,10,2,2,6,8,6,4,6,8,16,36,64,16.0633,0.5
6,28.0,2,0,0,0,0,0,0,0,1,1,10,2,6,8,10,10,12,73,8,8,14,2,10,2,8,10,12,14,2,2,8,10,6,6,6,8,6,0,16,38.6854,1.0
1,30.0,0,0,3,0,0,0,0,0,1,0,6,2,6,4,11,9,12,74,7,7,13,5,9,5,6,6,8,10,2,2,3,5,6,6,7,9,8,9,27,1.5374,0.3
5,42.0,3,2,0,0,0,0,0,0,2,1,9,2,5,7,5,11,12,87,8,7,13,5,8,3,8,8,12,16,2,2,5,7,4,4,7,9,15,15,33,344.14279999999997,2.0
1,5.0,0,1,0,0,0,0,0,0,1,0,12,2,8,6,4,10,11,74,8,8,15,3,10,4,12,12,1,3,2,2,0,2,8,8,6,8,0,0,9,22.0084,0.3
1,36.0,0,1,1,0,0,0,0,0,2,0,12,2,8,4,10,10,8,96,8,8,14,4,10,4,12,12,0,2,4,4,8,10,6,6,8,10,2,34,48,0.0397,0.3
5,38.0,0,2,0,0,0,0,0,0,1,1,8,2,7,8,4,10,12,193,7,7,12,3,10,4,4,4,12,18,2,2,5,7,6,6,8,10,18,16,17,566.614,2.5
3,43.0,3,2,0,0,0,0,0,0,2,1,9,2,6,6,4,10,12,147,7,7,13,3,10,2,7,5,12,15,3,3,8,10,4,2,7,9,17,24,32,1905.5440999999998,1.5
5,30.0,3,0,0,0,0,0,0,0,1,1,12,2,10,6,6,10,12,78,6,6,12,1,12,3,11,12,6,8,2,2,8,10,4,4,5,7,7,8,60,820.9317,1.0
3,42.0,3,2,0,0,0,0,0,0,2,1,7,2,6,7,4,10,11,106,8,8,14,3,10,3,5,5,8,9,2,2,5,6,5,5,7,9,17,10,40,169.09140000000002,2.0
3,30.0,0,1,1,0,0,0,0,0,2,0,9,2,9,8,3,10,9,43,7,8,14,6,8,2,9,9,6,6,2,2,8,10,4,4,7,9,3,15,57,0.7574000000000001,0.4
5,32.0,3,2,0,0,0,0,0,0,2,1,11,2,8,8,5,10,12,83,7,8,12,2,11,2,7,6,8,10,2,2,4,5,6,6,6,8,17,5,39,184.5534,1.0
3,40.0,0,2,0,0,0,0,0,0,1,0,4,2,7,8,4,10,10,69,7,8,13,6,9,3,4,4,3,5,2,2,3,5,6,6,5,7,12,9,31,52.2596,1.5
3,40.0,3,2,0,0,0,0,0,0,2,1,10,2,7,5,5,10,11,110,6,6,12,3,10,4,9,7,12,14,2,2,8,9,4,4,6,8,13,14,33,40.332499999999996,1.5
3,35.0,0,1,1,0,0,0,0,0,2,0,10,2,7,7,4,10,10,54,7,7,12,6,9,3,10,9,2,4,2,2,7,8,4,4,6,8,3,16,59,2.2213,0.4
3,42.0,3,2,0,0,0,0,0,0,3,1,12,2,6,7,4,10,10,130,7,7,13,3,11,3,6,4,11,17,2,2,6,8,4,3,6,8,21,12,47,111.5647,2.0
2,42.8,0,0,0,1,0,0,0,0,1,1,10,2,8,5,5,10,12,78,6,7,12,3,9,4,4,4,12,17,3,2,8,10,6,5,8,10,23,38,77,269.4864,1.0
2,43.4,0,2,0,0,0,0,0,0,1,0,12,2,10,4,4,10,12,172,8,8,12,6,8,2,4,4,12,20,2,2,6,8,6,6,8,10,20,32,40,134.835,2.0
1,44.0,0,2,0,0,0,0,0,0,1,0,12,2,10,4,4,10,12,178,8,8,12,4,10,2,4,4,12,20,2,2,4,6,6,6,8,10,30,34,62,136.7542,0.0
1,37.1,1,0,0,0,0,0,0,0,1,1,12,2,10,7,4,10,11,61,7,7,11,5,9,2,6,4,12,18,2,2,3,5,6,5,8,10,15,11,58,86.4213,0.4
1,38.9,0,2,0,0,0,0,0,0,1,1,4,4,4,8,4,8,6,8,6,6,12,14,0,8,4,4,12,18,2,2,6,8,6,4,6,8,14,46,18,466.5902,1.5
1,38.2,0,2,0,0,0,0,0,0,1,1,12,4,4,6,6,10,12,32,6,6,10,6,8,2,4,4,12,18,2,2,4,6,6,6,8,10,30,14,40,107.53880000000001,1.5
3,37.2,0,2,0,0,0,0,0,0,1,0,11,2,8,4,6,10,12,131,8,8,14,4,10,4,4,4,12,15,4,4,8,10,4,4,6,8,17,29,54,40.3052,2.0
1,44.0,0,0,0,0,0,1,0,0,1,0,2,2,6,7,5,10,12,22,8,7,13,5,7,1,8,3,12,14,2,2,8,10,4,3,5,7,9,19,53,5.0011,0.5
